Age,Occupation,MaritalStatus,Dependents,ResidentialStatus,AddressDuration,CreditScore,IncomeLevel,LoanAmountRequested,LoanTerm,PurposeoftheLoan,Collateral,InterestRate,PreviousLoans,ExistingLiabilities,ApplicationBehavior,LocationofApplication,ChangeinBehavior,TimeofTransaction,AccountActivity,PaymentBehavior,Blacklists,EmploymentVerification,PastFinancialMalpractices,DeviceInformation,SocialMediaFootprint,ConsistencyinData,Referral,IsFraud
22,Engineer,Divorced,1,Rent,45,830,19600,40253,17,auto,No,4.5,1,3400,Rapid,Local,No,10:10,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
33,Unemployed,Single,0,Rent,73,823,51347,43619,21,personal,No,6.4,3,1221,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
41,Engineer,Single,0,Own,69,626,0,68555,16,personal,No,8,1,566,Normal,Unusual,No,15:40,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
37,Technician,Single,0,Own,54,827,54820,32880,1,auto,No,6.6,0,571,Rapid,Unusual,No,16:00,Normal,Late,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
56,Artist,Married,1,Own,190,830,94317,65600,25,home,Yes,5.2,1,4811,Rapid,Local,Yes,12:10,Unusual,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
35,Engineer,Single,3,Rent,1,718,20834,7575,16,personal,No,7.5,0,2518,Rapid,Local,No,10:00,Unusual,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
22,Designer,Married,2,Rent,1,830,40393,40192,16,auto,No,4.5,4,4385,Rapid,Local,No,10:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
43,Manager,Single,0,Rent,57,703,59454,4474,1,travel,No,4.5,1,5101,Rapid,Unusual,No,16:30,Unusual,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
39,Engineer,Divorced,1,Own,192,830,67089,10400,7,home,No,4.8,2,134,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
22,Engineer,Single,1,Own,87,691,13301,23271,19,home,No,4.5,2,5046,Normal,Unusual,Yes,10:30,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
32,Software Developer,Single,0,Rent,88,702,0,2498,8,education,No,7.7,1,3233,Rapid,Unusual,No,09:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
44,Software Developer,Single,1,Own,1,763,0,100943,19,auto,No,5.1,3,4222,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
48,Engineer,Single,0,Rent,1,830,79824,16028,13,personal,No,4.5,2,0,Rapid,Local,No,16:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,Yes
24,Self-employed,Single,1,Rent,94,820,0,60851,1,personal,No,7,1,4578,Normal,Local,No,02:00,Unusual,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
40,Engineer,Single,0,Rent,46,724,5288,42128,21,home,Yes,4.5,2,4512,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
32,Engineer,Divorced,3,Own,1,830,67867,17301,13,auto,No,4.5,2,7000,Rapid,Local,No,12:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Teacher,Single,0,Own,1,723,40762,2000,8,auto,No,4.5,2,2468,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
30,Designer,Divorced,0,Rent,16,830,15439,40428,30,personal,No,4.5,0,3255,Rapid,Local,No,10:50,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
22,Musician,Single,1,Rent,78,580,0,57952,22,auto,No,6.1,0,3548,Rapid,Unusual,No,16:00,Unusual,On-time,No,Not Verified,No,Tablet,No,Consistent,Online,Yes
42,Teacher,Married,0,Own,158,830,150000,2000,1,home,Yes,4.5,4,2745,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
23,Manager,Single,4,Rent,90,830,15335,2000,2,personal,No,4.5,1,1158,Normal,Local,No,14:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
28,Designer,Single,0,Rent,85,708,49012,2000,1,personal,No,4.5,0,4955,Normal,Unusual,No,03:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
43,Engineer,Single,0,Rent,18,656,0,2000,1,medical,No,4.5,4,5010,Rapid,Unusual,No,14:15,Normal,On-time,No,Verified,Yes,Mobile,No,Inconsistent,Online,No
40,Architect,Divorced,3,Rent,306,664,42073,2000,1,home,Yes,4.5,1,2229,Normal,Local,No,16:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
42,Manager,Divorced,4,Own,19,694,150000,14953,28,auto,No,5.4,0,3864,Normal,Local,No,10:00,Normal,On-time,No,Not Verified,No,Tablet,Yes,Consistent,Referral,No
22,Artist,Single,1,Rent,1,664,6588,33814,30,auto,No,4.5,3,4175,Rapid,Local,No,14:10,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
37,Manager,Single,4,Own,34,807,50761,67571,1,home,No,4.5,1,3774,Normal,Local,Yes,14:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
23,Musician,Divorced,0,Own,227,830,91417,69605,17,auto,No,7.2,2,0,Normal,Local,No,10:20,Normal,On-time,Yes,Verified,No,Mobile,Yes,Consistent,Online,No
37,Artist,Divorced,1,Rent,10,830,0,66758,4,personal,No,6.5,0,4418,Normal,Unusual,No,09:00,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
38,Doctor,Married,3,Own,64,830,8510,78338,22,auto,No,5.8,1,1507,Normal,Local,No,13:20,Normal,On-time,Yes,Verified,No,Laptop,No,Consistent,Referral,No
22,Unemployed,Single,1,Rent,1,816,8614,2000,11,personal,No,4.5,1,3989,Normal,Unusual,No,16:00,Normal,On-time,Yes,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
37,Manager,Divorced,1,Own,202,830,150000,300000,10,home,Yes,4.5,3,192,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
34,Student,Single,1,Own,61,781,0,2000,17,home,No,5.4,2,2712,Normal,Local,No,10:10,Normal,On-time,Yes,Verified,No,Mobile,No,Inconsistent,Online,No
22,Accountant,Single,4,Own,1,820,61487,38052,30,auto,No,5.3,2,73,Rapid,Local,No,12:00,Normal,Defaulted,No,Verified,No,Mobile,Yes,Consistent,Online,No
41,Teacher,Divorced,0,Own,1,830,150000,49435,29,personal,No,4.5,1,0,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Desktop,Yes,Inconsistent,Online,No
22,Engineer,Single,1,Rent,59,736,44653,54398,1,auto,No,4.6,0,2079,Normal,Unusual,No,11:50,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
29,Artist,Single,0,Rent,77,775,7891,2000,6,personal,No,5.3,2,4751,Normal,Unusual,No,13:20,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,No
56,Accountant,Married,4,Own,218,830,121557,300000,30,home,No,6.2,2,484,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
33,Manager,Divorced,0,Own,35,830,23406,64539,21,home,Yes,4.5,3,4203,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
56,Teacher,Divorced,3,Own,1,685,24018,48563,27,home,Yes,4.5,1,7000,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
34,Accountant,Married,2,Own,360,830,90745,24656,4,home,No,4.5,3,2909,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Doctor,Single,0,Rent,360,713,63661,300000,19,home,Yes,6.5,1,2171,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
40,Student,Single,0,Rent,79,814,2792,2000,1,auto,No,4.5,2,4465,Normal,Unusual,No,01:00,Unusual,Late,No,Not Verified,Yes,Mobile,No,Inconsistent,Online,Yes
22,Self-employed,Single,0,Rent,59,580,30940,2000,2,personal,Yes,5,2,3794,Normal,Unusual,No,01:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,No
30,Accountant,Married,3,Own,360,830,57724,62105,1,education,No,5.9,1,3648,Normal,Local,Yes,14:40,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
26,Accountant,Single,1,Own,45,748,31483,2000,7,auto,No,4.5,1,1558,Normal,Local,No,15:30,Normal,On-time,No,Not Verified,No,Tablet,Yes,Consistent,Online,No
23,Lawyer,Married,1,Own,310,830,150000,22306,1,home,No,4.5,3,7000,Rapid,Local,No,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
27,Clerk,Single,3,Own,11,774,73257,4117,16,travel,No,5.6,2,235,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,No
22,Teacher,Single,4,Rent,1,830,11203,79990,1,auto,No,4.5,0,4918,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
29,Manager,Married,1,Own,1,830,10814,2000,17,education,No,4.5,1,4514,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Manager,Single,4,Rent,71,830,1085,20675,19,auto,No,5.7,1,2635,Normal,Local,No,11:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,Yes
31,Chef,Married,4,Own,1,830,15989,9274,15,auto,No,5.4,3,3076,Rapid,Local,No,15:30,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
22,Engineer,Single,0,Rent,28,808,8413,24980,1,travel,No,6,2,1710,Rapid,Unusual,No,16:00,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
47,Manager,Married,4,Own,360,830,94367,30833,1,home,No,6.6,4,6537,Normal,Local,No,10:50,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
34,Artist,Divorced,4,Own,1,664,87682,2000,8,education,Yes,6.9,0,3341,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
50,Entrepreneur,Single,1,Rent,88,830,5703,77317,25,home,No,4.5,2,5200,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Online,No
50,Technician,Single,0,Own,80,805,0,2000,15,home,Yes,4.5,1,4443,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
38,Designer,Single,0,Rent,49,798,14646,62700,1,personal,No,4.5,1,5098,Rapid,Local,No,09:30,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
26,Entrepreneur,Married,1,Own,122,830,71172,77464,28,home,Yes,4.5,3,5862,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
28,Manager,Divorced,4,Own,72,740,36246,69743,1,home,Yes,4.5,1,5295,Normal,Local,Yes,12:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
32,Engineer,Single,0,Rent,51,813,29762,2000,1,personal,No,6.3,1,2151,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
49,Engineer,Divorced,0,Own,1,706,815,80728,20,auto,No,4.5,0,546,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
34,Architect,Divorced,1,Own,88,830,58127,300000,21,home,No,4.5,2,5521,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
56,Manager,Divorced,0,Own,1,830,150000,69411,30,auto,Yes,4.5,3,501,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Doctor,Married,0,Own,27,752,82147,19145,13,auto,No,4.5,4,4464,Normal,Local,No,12:45,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
24,Software Developer,Married,0,Own,360,830,56734,300000,27,home,Yes,4.5,4,7000,Normal,Local,Yes,02:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Engineer,Single,0,Rent,54,816,56993,63984,22,medical,No,6.8,2,1557,Rapid,Local,No,10:10,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
45,Manager,Married,0,Own,95,830,66243,38652,30,travel,No,4.5,1,979,Rapid,Local,No,12:30,Normal,Defaulted,No,Verified,No,Tablet,Yes,Inconsistent,Referral,No
22,Software Developer,Divorced,1,Rent,4,830,13340,2000,1,home,No,4.5,3,3605,Rapid,Local,No,10:20,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
44,Doctor,Divorced,0,Own,123,830,68527,79451,20,home,Yes,6,2,2212,Rapid,Local,No,10:50,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Manager,Married,3,Own,24,830,150000,242839,30,home,Yes,4.5,2,3547,Rapid,Local,Yes,14:15,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
23,Musician,Single,0,Rent,83,735,7350,61433,1,home,No,5.4,0,4041,Rapid,Unusual,No,16:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
44,Designer,Single,0,Rent,26,737,101356,2000,1,home,No,8,0,3,Normal,Local,No,10:50,Normal,Defaulted,Yes,Verified,No,Mobile,No,Inconsistent,Online,No
24,Engineer,Single,1,Rent,51,763,1982,2000,1,personal,No,5.1,1,5036,Rapid,Unusual,No,10:20,Unusual,Late,No,Not Verified,No,Desktop,Yes,Consistent,Referral,Yes
22,Accountant,Single,0,Rent,89,580,19427,2212,16,auto,No,7.2,2,4937,Normal,Unusual,No,02:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Technician,Married,1,Own,12,667,5326,55427,30,home,No,4.5,1,4791,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
29,Manager,Single,0,Rent,44,830,131441,21147,12,home,No,4.5,2,3795,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Referral,No
45,Engineer,Single,0,Own,78,756,93269,8713,1,travel,No,6.9,0,4476,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
38,Accountant,Single,0,Rent,77,580,474,2000,1,personal,No,5.3,2,2804,Normal,Unusual,No,16:00,Normal,On-time,Yes,Not Verified,No,Tablet,No,Consistent,Online,No
33,Artist,Single,0,Rent,1,580,35320,2000,6,education,No,4.5,0,4857,Normal,Unusual,No,09:40,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Self-employed,Divorced,4,Own,273,705,40162,60736,22,medical,Yes,4.5,2,4557,Normal,Local,No,12:00,Normal,On-time,No,Not Verified,No,Laptop,No,Inconsistent,Online,No
41,Designer,Divorced,1,Own,295,830,146396,23863,8,home,Yes,5.1,2,6020,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
27,Musician,Single,0,Rent,42,781,150000,58003,17,home,No,4.5,3,1972,Rapid,Unusual,No,14:00,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
25,Manager,Single,1,Rent,74,752,82100,55952,10,auto,Yes,5,0,1829,Normal,Local,No,15:40,Unusual,Late,No,Verified,No,Desktop,No,Consistent,Online,Yes
36,Chef,Divorced,4,Own,69,705,44865,64811,9,home,No,5.2,1,3248,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
31,Artist,Single,0,Rent,63,659,8226,17638,20,personal,No,4.6,3,4731,Rapid,Local,No,16:00,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
31,Manager,Single,3,Own,1,736,0,35745,30,home,No,4.5,2,3601,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
23,Musician,Single,1,Rent,44,808,0,71733,10,auto,No,6.2,0,0,Normal,Local,No,10:30,Normal,Defaulted,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Retired,Single,1,Rent,1,795,5328,2000,8,auto,No,4.5,2,2489,Normal,Local,No,01:00,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
22,Chef,Single,1,Own,1,830,22350,23889,20,home,No,4.5,4,3976,Rapid,Unusual,No,10:50,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
22,Teacher,Single,1,Own,21,830,22037,2000,1,auto,No,4.5,2,2192,Rapid,Local,Yes,10:10,Normal,On-time,Yes,Not Verified,No,Desktop,No,Consistent,Online,No
56,Manager,Divorced,4,Own,1,650,22846,300000,30,home,Yes,4.5,1,7000,Normal,Unusual,Yes,16:30,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
48,Manager,Divorced,1,Live with Parents,1,707,22540,29407,30,home,Yes,5.3,1,3948,Rapid,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
35,Musician,Single,1,Rent,42,658,0,72144,1,education,No,4.5,1,4691,Normal,Local,No,15:40,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
39,Musician,Divorced,0,Rent,50,830,0,55397,23,home,Yes,4.5,0,394,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
56,Technician,Divorced,4,Own,55,830,25733,74949,30,home,Yes,5.1,3,0,Normal,Local,Yes,10:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
40,Engineer,Single,0,Rent,68,680,54754,2000,1,auto,No,6.6,1,4957,Rapid,Unusual,No,13:30,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Engineer,Single,0,Rent,1,830,63962,36202,9,auto,No,4.5,1,2494,Normal,Local,No,12:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
45,Lawyer,Divorced,3,Own,1,749,14408,300000,16,home,Yes,5.9,4,4808,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Engineer,Single,1,Rent,77,830,74579,38781,1,auto,No,6.1,1,4493,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
26,Engineer,Single,0,Own,1,830,128792,68304,22,auto,No,4.5,2,141,Normal,Local,No,14:10,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Musician,Single,1,Rent,61,786,15268,58553,5,personal,No,4.5,1,3271,Normal,Local,No,09:00,Normal,Defaulted,No,Not Verified,No,Mobile,Yes,Inconsistent,Online,Yes
22,Chef,Divorced,4,Rent,1,807,7,14707,30,education,No,6.2,1,4483,Rapid,Unusual,No,03:00,Normal,On-time,No,Not Verified,No,Laptop,Yes,Inconsistent,Online,No
22,Engineer,Single,1,Rent,9,826,8332,55451,8,personal,No,5,0,0,Normal,Unusual,No,11:00,Unusual,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
25,Lawyer,Divorced,0,Own,349,752,43366,45370,26,home,No,4.5,2,1130,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
30,Designer,Single,0,Rent,82,780,17305,300000,1,auto,No,4.5,1,1923,Normal,Unusual,No,14:40,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
28,Accountant,Single,4,Own,7,780,88509,23521,2,home,Yes,6.4,2,0,Rapid,Local,No,11:00,Normal,On-time,No,Verified,Yes,Mobile,No,Consistent,Online,No
56,Doctor,Married,1,Own,360,684,14094,69025,30,home,Yes,4.5,4,7000,Rapid,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
30,Accountant,Married,4,Own,135,830,16057,15814,1,home,No,5.1,2,2078,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Clerk,Single,0,Rent,83,603,9826,66068,17,auto,No,7,4,1394,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
56,Doctor,Married,0,Rent,202,830,64283,54714,7,home,Yes,4.5,3,4401,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Entrepreneur,Single,4,Own,1,791,17580,76642,16,home,No,4.5,0,3053,Rapid,Local,No,11:15,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Referral,No
56,Manager,Single,0,Own,190,812,44564,300000,27,home,Yes,4.5,4,7000,Normal,Local,Yes,14:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
29,Manager,Divorced,4,Own,83,745,15500,47105,19,medical,No,4.8,2,0,Normal,Local,No,10:30,Normal,On-time,Yes,Verified,No,Tablet,No,Consistent,Referral,No
22,Unemployed,Single,1,Rent,52,759,10553,2000,9,auto,No,4.5,1,4096,Normal,Unusual,No,03:00,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Designer,Married,0,Rent,39,830,36771,38409,3,travel,No,4.5,3,1627,Normal,Local,No,12:30,Unusual,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
39,Student,Single,0,Rent,93,770,26939,6863,1,home,No,8,2,2388,Normal,Unusual,No,01:00,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Referral,No
26,Technician,Married,0,Rent,70,737,0,44729,1,auto,No,6.3,0,3939,Rapid,Unusual,No,11:00,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
22,Self-employed,Single,0,Rent,82,827,42799,42687,1,education,No,6.3,2,1922,Normal,Unusual,No,10:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
56,Teacher,Divorced,0,Own,31,830,17499,2000,1,education,No,5.3,3,2786,Normal,Local,No,10:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Technician,Divorced,0,Own,167,805,132507,300000,30,home,Yes,5.6,4,3005,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
35,Technician,Single,0,Rent,42,810,14907,2000,3,personal,No,6.2,2,4068,Normal,Unusual,No,03:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
56,Artist,Single,2,Rent,20,655,43358,20371,30,education,No,4.5,1,5229,Rapid,Local,No,09:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
56,Architect,Divorced,4,Own,6,729,56133,72720,29,home,Yes,4.7,2,7000,Normal,Local,Yes,10:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Manager,Single,2,Rent,72,759,4196,14068,2,medical,No,4.5,1,4355,Rapid,Unusual,No,12:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,Yes
24,Artist,Single,0,Rent,57,830,26870,2000,1,personal,No,4.5,2,2679,Rapid,Unusual,No,02:00,Unusual,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Teacher,Single,0,Rent,18,816,41492,19362,1,personal,No,4.5,1,4743,Normal,Unusual,No,09:00,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
42,Manager,Single,0,Own,52,696,64196,23807,12,home,Yes,4.6,0,4587,Rapid,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Doctor,Single,1,Own,53,830,85941,2000,1,home,No,4.5,1,7000,Normal,Local,Yes,11:00,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Online,No
55,Manager,Divorced,1,Own,1,806,88465,300000,11,home,Yes,4.5,2,1850,Normal,Local,Yes,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
42,Musician,Single,0,Own,16,655,1160,2000,1,personal,No,5.4,1,4200,Rapid,Local,No,02:00,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
56,Musician,Single,2,Own,55,830,0,54040,10,education,No,4.6,0,106,Normal,Local,No,10:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
22,Retired,Single,0,Own,82,830,0,48251,7,auto,No,7,2,3313,Rapid,Unusual,No,16:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
44,Engineer,Divorced,1,Rent,49,828,78637,49740,13,education,No,8,2,3919,Rapid,Local,No,15:30,Normal,Late,No,Not Verified,No,Desktop,No,Inconsistent,Referral,No
56,Engineer,Divorced,1,Own,1,680,25606,67120,7,education,No,5.1,2,5429,Normal,Local,No,11:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
26,Manager,Divorced,0,Own,229,830,136450,78215,26,home,Yes,5,4,5863,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Artist,Single,1,Rent,1,580,13801,2000,16,education,No,4.5,0,966,Rapid,Unusual,No,12:30,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Referral,No
22,Accountant,Single,0,Rent,71,775,86012,17271,1,personal,No,4.8,2,4887,Rapid,Local,No,11:50,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Referral,Yes
42,Chef,Married,4,Own,1,798,39911,300000,30,education,Yes,4.5,1,4153,Normal,Local,No,14:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
36,Artist,Divorced,4,Own,139,830,123017,69872,19,auto,Yes,4.5,1,7000,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
45,Entrepreneur,Married,0,Own,65,744,150000,14849,5,home,Yes,4.5,3,2002,Rapid,Unusual,Yes,10:50,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Online,No
22,Accountant,Single,0,Rent,77,784,5487,2000,1,personal,No,6.3,2,1104,Rapid,Unusual,No,13:20,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
